"","top","model_type","test","gene","stat","pval","fdr","gene_index","ensembl","in_rows","in_rows_top20","results"
"41",18,"enrichment","pT+","AC079354.2",7.16945632687997,8.84217884917567e-09,8.39363923119022e-06,3228,"ENSG00000231903","c(19727; 32455; 54343; 62670; 102846; 118816; 140184; 164174; 182963; 208818; 221848; 243460; 266534; 281119; 313236; 317014; 342096; 361920; 396775; 402805; 428190; 448088; 459467; 480355; 501239; 535761; 558294; 574630; 587370; 610627; 626540; 655278; 675434; 694104; 721311; 730962; 768952; 785638; 807542; 814495; 850233; 866616; 888486; 918875; 939755; 960639; 967885; 987120; 1012552; 1023352)","integer(0)","c(""pT+_top18""; ""pTpos-next_pTpos_top19""; ""pTpos-none_top20""; ""pTpos-next_Abpos_top19"")"
"42",19,"enrichment","pT+","AL445309.1",7.16945632687997,8.84217884917567e-09,8.39363923119022e-06,6511,"ENSG00000272320","c(19728; 32456; 54344; 62671; 102847; 118817; 140185; 164244; 182964; 208819; 221849; 243461; 266539; 281120; 313237; 317015; 342097; 361931; 396776; 402806; 428191; 448089; 459468; 480356; 501240; 535762; 558295; 574631; 587440; 610628; 626541; 655279; 675435; 694109; 721312; 730963; 768953; 785639; 807553; 814496; 850234; 866617; 888487; 918876; 939756; 960640; 967886; 987121; 1012553; 1023353)","integer(0)","c(""pT+_top19""; ""pTpos-next_pTpos_top20""; ""pTpos-next_Abpos_top20"")"
"43",20,"enrichment","pT+","LINC00640",7.16945632687997,8.84217884917567e-09,8.39363923119022e-06,13859,"ENSG00000258479","c(19729; 32457; 54345; 62672; 102848; 118818; 140186; 164377; 182965; 208820; 221850; 243462; 266550; 281121; 313238; 317016; 342098; 361949; 396777; 402807; 428192; 448090; 459469; 480357; 501241; 535763; 558296; 574632; 587573; 610629; 626542; 655280; 675436; 694120; 721313; 730964; 768954; 785640; 807571; 814497; 850235; 866618; 888488; 918877; 939757; 960641; 967887; 987122; 1012554; 1023354)","integer(0)","pT+_top20"
"44",21,"enrichment","pT+","AC011912.1",7.16945632687997,8.84217884917567e-09,8.39363923119022e-06,14579,"ENSG00000279145","c(19730; 32458; 54346; 62673; 102849; 118819; 140187; 164395; 182966; 208821; 221851; 243463; 266551; 281122; 313239; 317017; 342099; 361951; 396778; 402808; 428193; 448091; 459470; 480358; 501242; 535764; 558297; 574633; 587591; 610630; 626543; 655281; 675437; 694121; 721314; 730965; 768955; 785641; 807573; 814498; 850236; 866619; 888489; 918878; 939758; 960642; 967888; 987123; 1012555; 1023355)","integer(0)","character(0)"
"45",22,"enrichment","pT+","RNF157-AS1",7.16945632687997,8.84217884917567e-09,8.39363923119022e-06,17043,"ENSG00000267128","c(19731; 32459; 54347; 62674; 102850; 118820; 140188; 164447; 182967; 208822; 221852; 243464; 266557; 281123; 313240; 317018; 342100; 361965; 396779; 402809; 428194; 448092; 459471; 480359; 501243; 535765; 558298; 574634; 587643; 610631; 626544; 655282; 675438; 694127; 721315; 730966; 768956; 785642; 807587; 814499; 850237; 866620; 888490; 918879; 939759; 960643; 967889; 987124; 1012556; 1023356)","integer(0)","character(0)"
"46",23,"enrichment","pT+","AL133551.1",7.14885304509104,9.45702932537967e-09,8.58698262744474e-06,10443,"ENSG00000272892","c(19719; 32440; 54331; 62675; 102834; 118807; 140176; 164726; 182956; 208816; 222030; 243388; 266399; 280393; 313234; 317052; 341970; 361716; 396773; 402924; 427820; 447875; 459472; 480360; 501244; 535168; 557381; 574688; 587099; 610637; 626545; 655098; 675509; 694266; 722040; 730967; 768917; 785767; 807789; 814500; 850117; 866989; 888702; 918873; 939753; 960637; 968481; 988036; 1012497; 1023341)","integer(0)","character(0)"
"47",24,"enrichment","pT+","EFNA4",7.12657791382187,1.01702646920462e-08,8.8498253261955e-06,1329,"ENSG00000243364","c(19716; 32433; 54315; 62676; 102826; 118795; 140167; 164731; 180910; 208815; 221805; 243075; 266589; 278175; 313233; 316889; 341843; 361913; 396772; 403277; 428195; 448701; 459473; 480361; 501245; 535175; 558600; 575582; 587094; 612683; 626546; 655324; 675822; 694076; 724258; 730968; 769080; 785894; 807535; 814501; 849735; 866614; 887876; 918872; 939752; 960636; 968474; 986817; 1011603; 1023358)","integer(0)","character(0)"
"48",25,"enrichment","pT+","ABCG5",7.0043239608887,1.51660113735321e-08,1.21444443715049e-05,2393,"ENSG00000138075","c(19667; 32338; 54243; 62677; 102756; 118703; 140069; 164740; 182977; 208812; 222015; 243452; 266591; 281002; 313228; 317023; 342062; 361916; 396768; 402811; 427848; 448114; 459476; 480365; 501249; 535469; 558120; 574693; 587084; 610615; 626548; 655083; 675444; 694073; 721430; 730972; 768945; 785674; 807538; 814504; 850229; 866960; 888462; 918868; 939747; 960631; 968179; 987296; 1012491; 1023368)","integer(0)","character(0)"
"49",26,"enrichment","pT+","CCNJL",7.0043239608887,1.51660113735321e-08,1.21444443715049e-05,6323,"ENSG00000135083","c(19668; 32339; 54244; 62678; 102757; 118704; 140070; 164741; 182978; 208813; 222024; 243453; 266592; 281003; 313229; 317024; 342063; 361930; 396769; 402812; 427849; 448115; 459477; 480366; 501250; 535470; 558121; 574694; 587085; 610616; 626549; 655092; 675445; 694074; 721431; 730973; 768946; 785675; 807552; 814505; 850230; 866961; 888463; 918869; 939748; 960632; 968180; 987297; 1012492; 1023369)","integer(0)","character(0)"
"50",27,"enrichment","pT+","KRTCAP3",6.96154349311408,1.74455722632228e-08,1.21444443715049e-05,2286,"ENSG00000157992","c(19644; 32295; 54213; 62679; 102733; 118662; 140021; 164742; 182981; 208808; 222108; 243455; 266613; 281425; 313223; 317272; 342072; 361915; 396764; 403117; 427777; 447863; 459479; 480368; 501252; 534645; 557299; 574689; 587080; 610609; 626550; 655018; 675439; 694049; 721005; 730975; 768694; 785662; 807537; 814506; 849921; 867029; 888711; 918863; 939742; 960626; 969001; 988115; 1012493; 1023363)","integer(0)","character(0)"
"51",28,"enrichment","pT+","AC068282.1",6.96154349311408,1.74455722632228e-08,1.21444443715049e-05,2876,"ENSG00000286145","c(19645; 32296; 54214; 62680; 102734; 118663; 140022; 164743; 182982; 208809; 222109; 243456; 266614; 281426; 313224; 317273; 342073; 361918; 396765; 403118; 427778; 447864; 459480; 480369; 501253; 534646; 557300; 574690; 587081; 610610; 626551; 655019; 675440; 694050; 721006; 730976; 768695; 785663; 807540; 814507; 849922; 867030; 888712; 918864; 939743; 960627; 969002; 988116; 1012494; 1023364)","integer(0)","character(0)"
"52",29,"enrichment","pT+","ARHGEF39",6.96154349311408,1.74455722632228e-08,1.21444443715049e-05,9486,"ENSG00000137135","c(19646; 32297; 54215; 62681; 102735; 118664; 140023; 164744; 182983; 208810; 222110; 243457; 266615; 281427; 313225; 317274; 342074; 361940; 396766; 403119; 427779; 447865; 459481; 480370; 501254; 534647; 557301; 574691; 587082; 610611; 626552; 655020; 675441; 694051; 721007; 730977; 768696; 785664; 807562; 814508; 849923; 867031; 888713; 918865; 939744; 960628; 969003; 988117; 1012495; 1023365)","integer(0)","character(0)"
"53",30,"enrichment","pT+","AP005329.3",6.96154349311408,1.74455722632228e-08,1.21444443715049e-05,17239,"ENSG00000272688","c(19647; 32298; 54216; 62682; 102736; 118665; 140024; 164745; 182984; 208811; 222111; 243458; 266616; 281428; 313226; 317275; 342075; 361966; 396767; 403120; 427780; 447866; 459482; 480371; 501255; 534648; 557302; 574692; 587083; 610612; 626553; 655021; 675442; 694052; 721008; 730978; 768697; 785665; 807588; 814509; 849924; 867032; 888714; 918866; 939745; 960629; 969004; 988118; 1012496; 1023366)","integer(0)","character(0)"
"54",31,"enrichment","pT+","EXOC3L1",6.9436922554748,1.84958347409558e-08,1.24602262171007e-05,15712,"ENSG00000179044","c(19637; 32281; 54199; 62683; 102727; 118649; 140001; 164414; 182321; 208807; 222041; 243443; 266648; 279425; 313222; 317134; 342070; 362044; 396763; 403306; 428216; 448695; 459483; 480372; 501256; 535465; 558585; 574948; 587610; 611426; 626554; 655109; 675454; 694017; 723212; 730979; 768852; 785667; 807461; 814510; 849764; 866593; 887882; 918862; 939741; 960625; 968184; 986832; 1012237; 1023372)","integer(0)","character(0)"
"55",32,"enrichment","pT+","AL050309.1",6.88745206190144,2.22386011948385e-08,1.45134671047815e-05,20463,"ENSG00000227486","c(20602; 35365; 47820; 62684; 94382; 121129; 142681; 164567; 186831; 208826; 227532; 242302; 263013; 289057; 313245; 326291; 340785; 360649; 396755; 405909; 420620; 441114; 459493; 480348; 501232; 527804; 548517; 572171; 587258; 606762; 626535; 649597; 676595; 697652; 713376; 730956; 759678; 786952; 808856; 814518; 847132; 874189; 895463; 918852; 939765; 960649; 975845; 996900; 1015014; 1023340)","integer(0)","c(""pTpos-both_top16""; ""pTpos-next_both_top16""; ""pTpos-none_top15""; ""pTpos-Abpos_top16"")"
"56",33,"enrichment","pT+","ZNF707",6.79483186924745,3.01340087082734e-08,1.90702617534419e-05,9249,"ENSG00000181135","c(20333; 34157; 44315; 62685; 103603; 120249; 141730; 164692; 187100; 208823; 218687; 242165; 266748; 290052; 313241; 316115; 340467; 365057; 396742; 397752; 419767; 440393; 459465; 480352; 501236; 534486; 559298; 577332; 587133; 606493; 626538; 658442; 676732; 693917; 712381; 730960; 769854; 787270; 804448; 814531; 855289; 875042; 896184; 918880; 939761; 960645; 969163; 986119; 1009853; 1023357)","integer(0)","c(""pTpos-next_pTpos_top17""; ""pTpos-both_top20""; ""pTpos-next_both_top20""; ""pTpos-none_top18""; ""pTpos-Abpos_top20"")"
"57",34,"enrichment","pT+","PPP1R36",6.68829843282875,4.27590043275876e-08,2.62640895993335e-05,13963,"ENSG00000165807","c(11394; 34099; 56029; 62686; 103583; 120196; 141686; 155267; 175707; 208787; 212324; 236649; 257570; 280682; 313230; 320142; 340479; 360426; 396770; 403978; 424847; 444976; 459475; 480364; 501248; 533411; 554541; 575616; 596558; 617886; 626574; 664805; 682248; 703095; 721751; 730971; 765827; 787258; 809079; 814503; 849063; 869962; 891601; 918870; 939749; 960633; 970238; 990876; 1011569; 1023360)","integer(0)","character(0)"
"58",35,"enrichment","pT+","CFAP57",6.67877990101453,4.41179423056886e-08,2.63245459174857e-05,577,"ENSG00000243710","c(19566; 32126; 54055; 62687; 102629; 118490; 139826; 164696; 182960; 208805; 222087; 243420; 266649; 280712; 313217; 317255; 342031; 362029; 396761; 403272; 427822; 448220; 459485; 480376; 501260; 534621; 557399; 575296; 587129; 610633; 626556; 655042; 675477; 694016; 721721; 730984; 768714; 785706; 807476; 814512; 849730; 866987; 888357; 918860; 939737; 960621; 969028; 988018; 1011889; 1023385)","integer(0)","character(0)"
"59",36,"enrichment","pT+","AC100793.3",6.57887110856062,6.12797754906135e-08,3.46405821097222e-05,16626,"ENSG00000267765","c(19531; 32067; 53991; 62688; 102594; 118433; 139761; 163030; 182581; 208804; 221609; 242707; 266204; 281403; 313215; 317067; 341832; 362005; 396760; 402810; 427492; 448093; 459486; 480377; 501261; 534612; 558292; 575592; 588795; 611012; 626557; 655520; 676336; 694461; 721030; 730986; 768902; 785905; 807500; 814513; 850231; 867317; 888484; 918859; 939736; 960620; 969037; 987125; 1011593; 1023401)","integer(0)","character(0)"
"60",37,"enrichment","pT+","AL035078.1",6.57796099351781,6.14635652914786e-08,3.46405821097222e-05,11216,"ENSG00000254584","c(19530; 32066; 53990; 62689; 102593; 118432; 139760; 163262; 181870; 208803; 221816; 242790; 265947; 280015; 313214; 317068; 341951; 361866; 396759; 402941; 427782; 448132; 459487; 480378; 501262; 534670; 557761; 575295; 588563; 611723; 626558; 655313; 676107; 694718; 722418; 730987; 768901; 785786; 807639; 814514; 850100; 867027; 888445; 918858; 939735; 960619; 968979; 987704; 1011890; 1023390)","integer(0)","character(0)"
"61",38,"enrichment","pT+","AC002470.1",6.56461503914309,6.42230275835849e-08,3.46405821097222e-05,19797,"ENSG00000272829","c(19524; 32055; 53980; 62690; 102585; 118419; 139751; 163867; 182957; 208802; 222052; 243317; 266563; 281149; 313213; 317226; 341971; 362022; 396758; 402923; 427562; 448116; 459488; 480379; 501263; 534642; 557859; 575482; 587958; 610636; 626559; 655120; 675580; 694133; 721284; 730988; 768743; 785766; 807483; 814515; 850118; 867247; 888461; 918857; 939734; 960618; 969007; 987802; 1011703; 1023399)","integer(0)","character(0)"
"62",39,"enrichment","pT+","SLC16A10",6.55964967103616,6.52811033043691e-08,3.46405821097222e-05,7247,"ENSG00000112394","c(15759; 35085; 56880; 62691; 93365; 120912; 142444; 157566; 178041; 208799; 225894; 238968; 260067; 279760; 313232; 326916; 341067; 360898; 396771; 410998; 425157; 445203; 459503; 480362; 501246; 527240; 547930; 572151; 594259; 615552; 626562; 651235; 679929; 700598; 722673; 730969; 759053; 786670; 808607; 814502; 842043; 869652; 891374; 918842; 939751; 960635; 976409; 997487; 1015034; 1023373)","integer(0)","character(0)"
"63",40,"enrichment","pT+","PRR29-AS1",6.55472139626847,6.63485579577134e-08,3.46405821097222e-05,16919,"ENSG00000264954","c(20433; 34557; 43669; 62692; 103717; 120545; 142025; 164442; 187305; 208814; 222442; 242070; 262886; 290811; 313231; 320227; 340286; 360300; 396721; 397506; 419096; 439786; 459474; 480363; 501247; 533251; 554454; 575670; 587638; 606288; 626547; 654687; 676827; 697779; 711622; 730970; 765742; 787451; 809205; 814552; 855535; 875713; 896791; 918871; 939750; 960634; 970398; 990963; 1011515; 1023359)","integer(0)","character(0)"
"64",41,"enrichment","pT+","LINC00290",6.53787593413799,7.01311623288481e-08,3.57224193676991e-05,5436,"ENSG00000248197","c(20694; 36021; 57830; 62693; 85429; 121627; 143185; 164755; 182665; 208829; 229632; 246748; 268014; 279828; 313246; 333705; 346042; 366890; 396783; 417372; 429750; 450623; 459678; 480347; 501231; 522488; 543247; 571390; 587070; 610928; 626532; 647497; 672149; 692651; 722605; 730955; 752264; 781695; 802615; 814490; 835669; 865059; 885954; 918667; 939766; 960650; 981161; 1002170; 1015795; 1023335)","integer(0)","c(""pTpos-both_top15""; ""pTpos-next_both_top15""; ""pTpos-none_top12""; ""pTpos-Abpos_top15""; ""pTpos-next_Abpos_top14""; ""noWM_top19"")"
"65",42,"enrichment","pT+","AL355304.1",6.49982521299228,7.94903630296871e-08,3.86064358491159e-05,7392,"ENSG00000232618","c(19508; 32008; 53937; 62694; 102560; 118379; 139709; 164697; 182516; 208800; 222063; 243421; 266542; 279262; 313210; 317119; 342032; 361856; 396756; 403286; 428163; 448218; 459489; 480381; 501265; 534964; 557397; 574696; 587127; 611076; 626560; 655065; 675475; 694112; 723049; 730990; 768837; 785704; 807648; 814516; 849744; 866645; 888358; 918855; 939731; 960615; 968684; 988019; 1012488; 1023405)","integer(0)","character(0)"
"66",43,"enrichment","pT+","AC127526.2",6.49982521299228,7.94903630296871e-08,3.86064358491159e-05,11035,"ENSG00000255367","c(19509; 32009; 53938; 62695; 102561; 118380; 139710; 164698; 182517; 208801; 222064; 243422; 266548; 279345; 313211; 317124; 342033; 361857; 396757; 403295; 428164; 448219; 459490; 480382; 501266; 534965; 557398; 574697; 587128; 611077; 626561; 655066; 675476; 694118; 723132; 730991; 768842; 785705; 807649; 814517; 849753; 866646; 888359; 918856; 939732; 960616; 968685; 988020; 1012489; 1023406)","integer(0)","character(0)"
"67",44,"enrichment","pT+","NIPAL1",6.33248936027279,1.37952300966771e-07,6.54771784861375e-05,4932,"ENSG00000163293","c(19431; 31888; 53820; 62696; 102499; 118265; 139581; 164211; 182520; 208797; 221902; 243337; 266577; 280153; 313208; 317064; 341963; 362031; 396754; 402937; 427823; 448415; 459491; 480384; 501267; 534966; 558586; 575509; 587407; 611073; 626564; 655227; 675560; 694088; 722280; 730993; 768905; 785774; 807474; 814519; 850104; 866986; 888029; 918854; 939729; 960614; 968683; 986831; 1011676; 1023413)","integer(0)","character(0)"
"68",45,"enrichment","pT+","RBM20",6.2460563223843,1.83427355591342e-07,8.51265976482132e-05,10789,"ENSG00000203867","c(14732; 35346; 47261; 62697; 103956; 121117; 142670; 156157; 185321; 208785; 213026; 237472; 258413; 289494; 313221; 316210; 339351; 360597; 396727; 397923; 420230; 440793; 459484; 480373; 501257; 533486; 558914; 577199; 595668; 608272; 626576; 664103; 681425; 702252; 712939; 730980; 769759; 788386; 808908; 814546; 855118; 874579; 895784; 918861; 939740; 960624; 970163; 986503; 1009986; 1023386)","integer(0)","character(0)"
"69",46,"enrichment","pT+","AC096667.1",6.16834799722818,2.36988992418426e-07,0.000107593002557965,3129,"ENSG00000283839","c(19235; 29899; 47489; 62698; 97608; 123004; 144546; 165164; 186303; 208798; 225348; 238325; 259353; 286465; 313205; 322582; 336550; 357153; 396730; 399700; 419317; 440003; 459500; 480353; 501237; 527271; 547972; 578323; 586661; 607290; 626563; 651781; 680572; 701312; 715968; 730996; 763387; 791187; 812352; 814543; 853341; 875492; 896574; 918845; 939760; 960644; 976378; 997445; 1008862; 1023383)","integer(0)","character(0)"
"70",47,"enrichment","pT+","LCN15",6.01153207574846,3.9741783058646e-07,0.000176588807956758,10073,"ENSG00000177984","c(10892; 37648; 56505; 62699; 90388; 122743; 144314; 152108; 174762; 208779; 224887; 234007; 254610; 286507; 313244; 331021; 341273; 367078; 396762; 413145; 422522; 442967; 459517; 480349; 501233; 524343; 544854; 576918; 599717; 618831; 626582; 652242; 684890; 706055; 715926; 730957; 754948; 786464; 802427; 814511; 839896; 872287; 893610; 918828; 939764; 960648; 979306; 1000563; 1010267; 1023361)","integer(0)","c(""pTpos-both_top17""; ""pTpos-next_both_top17""; ""pTpos-Abpos_top17"")"
"71",48,"enrichment","pT+","ARF4-AS1",5.97790311794544,4.43999865124956e-07,0.000193176941318116,3950,"ENSG00000272146","c(15788; 36079; 53224; 62700; 92204; 121679; 143242; 157182; 179661; 208788; 226478; 238510; 259565; 287087; 313219; 328306; 340623; 366719; 396750; 409522; 422140; 442540; 459518; 480375; 501259; 526229; 546807; 577392; 594643; 613932; 626573; 650651; 680387; 701100; 715346; 730982; 757663; 787114; 802786; 814523; 843519; 872669; 894037; 918827; 939738; 960622; 977420; 998610; 1009793; 1023408)","integer(0)","character(0)"
"72",49,"enrichment","pT+","SDR42E2",5.9512644404018,4.84738400402016e-07,0.000202979351769763,15360,"ENSG00000183921","c(19310; 31680; 53574; 62701; 102381; 118067; 139373; 162952; 182959; 208793; 222062; 243069; 266576; 281444; 313193; 317319; 342041; 362376; 396743; 402938; 427507; 448126; 459495; 480404; 501279; 534584; 557810; 575547; 588873; 610634; 626568; 655067; 675828; 694089; 720989; 731008; 768650; 785696; 807129; 814530; 850103; 867302; 888451; 918850; 939709; 960602; 969065; 987753; 1011638; 1023489)","integer(0)","character(0)"
"73",50,"enrichment","pT+","LIPH",5.95049525918834,4.8596856868838e-07,0.000202979351769763,4577,"ENSG00000163898","c(11767; 33471; 55422; 62702; 103345; 119703; 141131; 156395; 176758; 208771; 213262; 237703; 258681; 280839; 313206; 320108; 340649; 360528; 396753; 403949; 424946; 445020; 459492; 480388; 501269; 533510; 554598; 575599; 595430; 616835; 626590; 663867; 681194; 701984; 721594; 730995; 765861; 787088; 808977; 814520; 849092; 869863; 891557; 918853; 939725; 960612; 970139; 990819; 1011586; 1023432)","integer(0)","character(0)"
"74",51,"enrichment","pT+","BNIP5",5.9167451369896,5.43128302792349e-07,0.000210049842139174,6882,"ENSG00000189325","c(19301; 31657; 53543; 62703; 102365; 118053; 139352; 163645; 182197; 208789; 221823; 243071; 266578; 280161; 313189; 317060; 341964; 362059; 396738; 402933; 427824; 448648; 459496; 480406; 501280; 534967; 558592; 575540; 588177; 611302; 626569; 655303; 675823; 694084; 722269; 731009; 768906; 785770; 807443; 814532; 850105; 866982; 887926; 918846; 939704; 960598; 968679; 986822; 1011642; 1023498)","integer(0)","character(0)"
